"","trait","id","lor","se","pval"
"429","Ever smoked","ukb-b-20261",0.214518331635269,0.056051591967027,0.000129631000927793
"430","Happiness","ukb-b-4062",0.215952742465906,0.0564331335078553,0.000129871976559751
"431","Operative procedures - secondary OPCS: Z28.4 Transverse colon","ukb-b-4783",0.666057989417947,0.174081413188878,0.000130173952885029
"432","Operative procedures - secondary OPCS: Z28.6 Sigmoid colon","ukb-b-2189",0.525600583878727,0.137874732493262,0.00013775747519793
"433","Doctor restricts physical activity due to heart condition","ukb-b-18176",0.402408950692314,0.105718285875327,0.000140988812056149
"434","Attempted fluid intelligence (FI) test.","ukb-b-4323",0.830401359460582,0.218266507119083,0.000142073995458812
"435","Diagnoses - secondary ICD10: R50.9 Fever, unspecified","ukb-b-19086",0.990820241236191,0.260580151075924,0.000143322710061473
"436","Diagnoses - secondary ICD10: R19.4 Change in bowel habit","ukb-b-10368",0.903300132081352,0.238054472885836,0.000147935184187304
"437","Operative procedures - main OPCS: X29.8 Other specified continuous Infusion of therapeutic substance","ukb-b-19166",0.766876589019342,0.202413025578088,0.000151454638128615
"438","Operative procedures - main OPCS: H22.1 Diagnostic fibreoptic endoscopic examination of colon and biopsy of lesion of colon","ukb-b-9340",0.439561957913014,0.116048613122042,0.000152023895827162
"439","Illnesses of siblings: None of the above (group 2)","ukb-b-10783",-0.287420616493386,0.0758828779335392,0.00015205602334897
"440","ECG, phase time","ukb-b-11076",-0.225237851843903,0.0595092518817289,0.000153757053030873
"441","Operative procedures - main OPCS: J13.2 Percutaneous biopsy of lesion of liver NEC","ukb-b-18297",1.09869570456922,0.291153835303159,0.00016091401650414
"442","Diagnoses - secondary ICD10: R51 Headache","ukb-b-7467",0.920636984143748,0.244883660775319,0.000170261999178459
"443","Treatment/medication code: indapamide","ukb-b-3859",1.04740892009713,0.27977166286874,0.000181258548081953
"444","Time from waking to first cigarette","ukb-b-2732",-0.299118386169758,0.0800021095210877,0.000184841019150859
"445","Fresh fruit intake","ukb-b-3881",-0.172330403062567,0.0464223551252268,0.000205442152294217
"446","Number of cigarettes previously smoked daily","ukb-b-6019",0.226963395164396,0.0611847746163136,0.000207689417980291
"447","Operation code: coronary artery bypass grafts (cabg)","ukb-b-12465",0.782239172757963,0.210888935212371,0.000207876472812371
"448","Diagnoses - secondary ICD10: R69 Unknown and unspecified causes of morbidity","ukb-b-1762",0.580747824158822,0.157048127014392,0.000217392916450564
"449","Operative procedures - secondary OPCS: Y98.2 Radiology of two body areas","ukb-b-3686",0.761852289682141,0.206509781407399,0.000224975720822251
"450","Operative procedures - main OPCS: X29.2 Continuous intravenous infusion of therapeutic substance NEC","ukb-b-17130",0.8542854110931,0.231749491753127,0.000227587239422299
"451","Operative procedures - secondary OPCS: Y03.7 Removal of prosthesis from organ NOC","ukb-b-12483",1.17278723333967,0.318821825209218,0.000234606375764819
"452","Eye problems/disorders: None of the above","ukb-b-2506",-0.33572408132646,0.0913284719555162,0.000236913236585412
"453","Number of live births","ukb-b-1209",0.117197455905461,0.0319389605294576,0.000243101536014889
"454","Destinations on discharge from hospital (recoded): Usual Place of residence: Living with relatives","ukb-b-13065",-3.66115509648109,0.998431921839875,0.000245503864291228
"455","Illnesses of siblings: Breast cancer","ukb-b-12227",0.442568461377405,0.120726622616018,0.000246496278517678
"456","Operative procedures - secondary OPCS: Z84.6 Knee joint","ukb-b-10001",0.611773664853795,0.167032639677366,0.000249668712664331
"457","Diagnoses - secondary ICD10: Z96.1 Presence of intraocular lens","ukb-b-11639",0.896603786070302,0.244863170925855,0.000250593844257441
"458","Main speciality of consultant (recoded): Obstetrics","ukb-b-19115",0.445502712034713,0.12207708477756,0.000262898810498193
"459","Diagnoses - secondary ICD10: J18.1 Lobar pneumonia, unspecified","ukb-b-1761",1.16072886155154,0.318804361318143,0.000271706310141462
"460","Diagnoses - main ICD10: N40 Hyperplasia of prostate","ukb-b-11601",0.696421224879855,0.191429657305913,0.000274762691998893
"461","PCT where patients GP was registered: NOTTINGHAM CITY PCT","ukb-b-6762",0.736205399366285,0.20239474213384,0.000275326098765657
"462","Diagnoses - main ICD10: K21.9 Gastro-oesophageal reflux disease without oesophagitis","ukb-b-1386",0.695798794787237,0.19142932657285,0.000278244404177802
"463","Intended management of patient (recoded): Planned series of admissions with no overnight stay","ukb-b-16944",0.864572513496821,0.238121482105735,0.000282539308821738
"464","Had major operations","ukb-b-9937",0.290374287612508,0.0799839072099918,0.000282972583450748
"465","Operative procedures - secondary OPCS: U21.2 Computed tomography NEC","ukb-b-3073",0.861784495680938,0.238020991826634,0.000293893451153582
"466","Number in household","ukb-b-5445",-0.135847121999253,0.0375574441477091,0.000297980720428945
"467","Non-cancer illness code, self-reported: asthma","ukb-b-18113",0.272339550331057,0.0753790866688543,0.000302753563027785
"468","Leisure/social activities: Pub or social club","ukb-b-4171",0.209827237430309,0.05808039922658,0.000303021613078268
"469","Diagnoses - secondary ICD10: F10.1 Harmful use","ukb-b-16056",0.971621745045275,0.269610942482484,0.000313608115111147
"470","Diagnoses - secondary ICD10: E14.9 Without complications","ukb-b-17532",1.04801032265107,0.291092899873369,0.000317898304532572
"471","PCT responsible for patient data: NOTTINGHAM CITY PCT","ukb-b-13350",0.856854754151119,0.238017107310161,0.000318252310825558
"472","External causes: X59.9 Unspecified place","ukb-b-13114",0.855720526986394,0.238016216262302,0.000324118262845154
"473","External causes: Y83.1 Surgical operation with implant of artificial internal device","ukb-b-9976",0.773451034155161,0.215545508270699,0.000332787370664594
"474","Treatment/medication code: glyceryl trinitrate","ukb-b-4699",1.04362556767455,0.291088092614214,0.000336746666267043
"475","Sources of admission to hospital (recoded): Usual Place of residence: Living with relatives","ukb-b-17289",-3.581135351836,0.999038413912918,0.000337618176747323
"476","Treatment/medication code: atenolol","ukb-b-11632",0.41249017885138,0.115358123873901,0.000349244158347644
"477","ECG, number of stages in a phase","ukb-b-15268",-0.258525898189391,0.072319936410712,0.000350558897526944
"478","Time spent driving","ukb-b-3793",-0.146921645214266,0.0412924092900855,0.000373577281785483
"479","Volume level set by participant (right)","ukb-b-5143",0.0061986737611911,0.00174234547343797,0.000374172403508887
"480","Operative procedures - main OPCS: M76.4 Endoscopic dilation of urethra","ukb-b-12703",1.12985933522347,0.318760597320774,0.000393300471983755
"481","Illnesses of siblings: Lung cancer","ukb-b-15826",0.565561027545727,0.159643149605701,0.00039611655525376
"482","Operation code: cholecystectomy/gall bladder removal","ukb-b-6235",0.407869949795873,0.115357083407688,0.000406670774240147
"483","Operative procedures - secondary OPCS: Z29.1 Rectum","ukb-b-3560",0.541913596371441,0.153534959073425,0.000416223169664082
"484","Operation code: cataract extraction/lens implant","ukb-b-6266",0.651310519537749,0.185049345568945,0.000432102613736933
"485","Operative procedures - secondary OPCS: S57.1 Debridement of skin NEC","ukb-b-20435",1.02292434540116,0.291063859815393,0.000440694331407051
"486","Diagnoses - secondary ICD10: Z03.8 Observation for other suspected diseases and conditions","ukb-b-10490",0.886540687919986,0.252300681917414,0.00044170209708028
"487","Ever manic/hyper for 2 days","ukb-b-15272",0.491487831796605,0.13997738967068,0.000446097984619964
"488","Diagnoses - secondary ICD10: R94.5 Abnormal results of liver function studies","ukb-b-4579",0.94419102604654,0.269583787461546,0.000461081893226522
"489","Diagnoses - main ICD10: R19.4 Change in bowel habit","ukb-b-12789",0.636761014195104,0.182098767399701,0.000470893667461959
"490","Main speciality of consultant (recoded): Gynaecology","ukb-b-16369",0.266417576021015,0.0762061625109443,0.000472269379036939
"491","Operative procedures - secondary OPCS: M47.9 Unspecified urethral catheterisation of bladder","ukb-b-18865",1.01691576877631,0.291057011204641,0.00047607027355417
"492","Treatment/medication code: candesartan cilexetil","ukb-b-13079",0.657342323457788,0.188148033023232,0.000476285544587279
"493","Diagnoses - secondary ICD10: R79.8 Other specified abnormal findings of blood chemistry","ukb-b-11209",0.909168648311561,0.260502738247561,0.000482922783130596
"494","Diagnoses - secondary ICD10: E03.9 Hypothyroidism, unspecified","ukb-b-4226",0.513581525936005,0.147203811388542,0.000484986077091819
"495","Diagnoses - secondary ICD10: Y83.8 Other surgical procedures","ukb-b-17823",0.666158444728555,0.191413810769391,0.000501038622086396
"496","Cereal intake","ukb-b-15926",-0.112861456019529,0.032485381163551,0.000512335186163862
"497","Diagnoses - secondary ICD10: Z92.3 Personal history of irradiation","ukb-b-14446",1.10687711580292,0.318728877619158,0.000515086295052449
"498","Operative procedures - main OPCS: H52.4 Rubber band ligation of haemorrhoid","ukb-b-3752",0.764835747326923,0.220533235290419,0.000524112985065616
"499","Non-cancer illness code, self-reported: urinary frequency / incontinence","ukb-b-8517",0.969436074849173,0.279687294267851,0.000527982962487013
"500","Diagnoses - secondary ICD10: R35 Polyuria","ukb-b-16946",1.00829956995739,0.291047261659926,0.000531446655080936
"501","Never eat eggs, dairy, wheat, sugar: Eggs or foods containing eggs","ukb-b-17455",0.450878486128364,0.130191774551584,0.000533816880074581
"502","Mean signal-to-noise ratio (SNR), (left)","ukb-b-13501",0.145685473461093,0.0421424805875279,0.000546276889933331
"503","Leg fat mass (right)","ukb-b-18096",0.0939859491120742,0.0272041176480058,0.000550613824127542
"504","Diagnoses - main ICD10: H25.1 Senile nuclear cataract","ukb-b-3095",0.89917499835582,0.260493688595035,0.000556837476978602
"505","Diagnoses - secondary ICD10: Y83.6 Removal of other organ (partial) (total)","ukb-b-7702",0.77884546309491,0.22590813318608,0.000565548511796788
"506","Treatment/medication code: loperamide","ukb-b-4104",1.00210337176629,0.291040610147199,0.000574929937453668
"507","Age at menopause (last menstrual period)","ukb-b-17422",-0.18780762790146,0.0545770635072762,0.000579256507475054
"508","Treatment/medication code: nicorandil","ukb-b-14315",1.00144750239704,0.291039875769361,0.000579720971755912
"509","Cylindrical power (left)","ukb-b-14670",0.165720558946455,0.0483310199086795,0.000606110174754295
"510","Frequency of tenseness / restlessness in last 2 weeks","ukb-b-5664",0.136444452882257,0.039848376952214,0.000616860522217856
"511","Number of symbol digit matches attempted","ukb-b-1806",-0.221597683268632,0.0652059043558231,0.000677738737411251
"512","Father still alive","ukb-b-13160",-0.232744180023765,0.0686573724152125,0.000699086393989726
"513","Had other major operations","ukb-b-15378",0.299142739536073,0.0883670223313335,0.000711185060196861
"514","Illnesses of mother: Diabetes","ukb-b-16451",0.285776779297738,0.0844643036586702,0.000715934898653807
"515","Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor: Asthma","ukb-b-20296",0.257511453397042,0.0761962318558432,0.000725960099911464
"516","Diagnoses - secondary ICD10: Z86.6 Personal history of diseases of the nervous system and sense organs","ukb-b-546",0.762588531373036,0.2258970301385,0.000735950815792603
"517","Treatment/medication code: tramadol","ukb-b-11670",0.634827959271458,0.188136854546808,0.000740068549110816
"518","Volume level set by participant (left)","ukb-b-2456",0.00600933880909846,0.00178811035702835,0.000777395015940781
"519","Main speciality of consultant (recoded): Radiology","ukb-b-3389",1.01903823615696,0.30389898084072,0.000798789965683918
"520","Treatment/medication code: seretide 50 evohaler","ukb-b-17836",0.620268916116171,0.18503436154442,0.000801771978752812
"521","Diagnoses - secondary ICD10: Z37.0 Single live birth","ukb-b-4193",0.439480737664316,0.131183938570323,0.000807792225041405
"522","Non-cancer illness code, self-reported: sleep apnoea","ukb-b-9155",0.974279981738645,0.291009874118002,0.000814182860948175
"523","Diagnoses - secondary ICD10: R03.0 Elevated blood-pressure reading, without diagnosis of hypertension","ukb-b-16587",1.06662117432638,0.318675036570501,0.000816765757970239
"524","Treatment/medication code: co-codamol","ukb-b-8301",0.472057645384625,0.141623349112377,0.000858560400127539
"525","Mother's age","ukb-b-13686",-0.157726934736906,0.0474527702234045,0.00088776929648453
"526","Leg pain when standing still or sitting","ukb-b-4361",0.56743159372434,0.170716141206766,0.000887900010650576
"527","Diagnoses - main ICD10: K29.7 Gastritis, unspecified","ukb-b-18822",0.576190577226845,0.174041422822014,0.000930788990244708
"528","Maximum heart rate during fitness test","ukb-b-14461",-0.197142187932707,0.0595627965704217,0.00093355691107482
"529","Diagnoses - secondary ICD10: Z90.4 Acquired absence of other parts of digestive tract","ukb-b-14829",0.728493016016463,0.22050960917016,0.000954249494379879
"530","Operative procedures - secondary OPCS: Y02.2 Insertion of prosthesis into organ NOC","ukb-b-1744",0.784949954610798,0.237962562567394,0.000971585979505085
"531","PCT responsible for patient data: SUTTON AND MERTON PCT","ukb-b-3217",0.80428815743973,0.244788871661437,0.00101750890886144
"532","PCT where patients GP was registered: DURHAM AND CHESTER-LE-STREET PCT","ukb-b-2838",0.954336314778116,0.29098806698817,0.00103939358343673
"533","Age started smoking in former smokers","ukb-b-2047",-0.157770976735366,0.0481922025955214,0.00106116798552643
"534","Operative procedures - secondary OPCS: Z40.1 Pulmonary artery","ukb-b-18616",0.880952657233194,0.269523940687858,0.00108099819461825
"535","PCT where patients GP was registered: TRAFFORD SOUTH PCT","ukb-b-2715",0.850188598669926,0.260450609227792,0.00109735389452322
"536","Operative procedures - secondary OPCS: Z27.3 Pylorus","ukb-b-14615",0.878464029122248,0.269521661743156,0.00111669856486983
"537","Time spent watching television (TV)","ukb-b-5192",0.122864509671381,0.0376972535736986,0.00111709942215107
"538","Doctor diagnosed COPD (chronic obstructive pulmonary disease)","ukb-b-20464",1.05313243191781,0.323771705856705,0.00114313863341329
"539","Operative procedures - main OPCS: J43.9 Unspecified diagnostic endoscopic retrograde examination of bile duct and pancreatic duct","ukb-b-16103",1.09222932683712,0.335830267900468,0.00114464876867615
"540","PCT responsible for patient data: MANCHESTER PCT","ukb-b-12617",0.772344956372241,0.237953396418007,0.0011712831224143
"541","Sleeplessness / insomnia","ukb-b-3957",0.120561913915173,0.0371466408037877,0.00117216951806151
"542","Diagnoses - main ICD10: G47.3 Sleep apnoea","ukb-b-16781",0.816274861472956,0.252242278704651,0.00121185657422618
"543","Reason for glasses/contact lenses: For just reading/near work as you are getting older (called 'presbyopia')","ukb-b-16235",0.273642628612891,0.0846451960066164,0.00122575042498293
"544","Fractured/broken bones in last 5 years","ukb-b-13346",0.266319925399555,0.0824087180533156,0.00123057892777511
"545","Diagnoses - secondary ICD10: R10.4 Other and unspecified abdominal pain","ukb-b-19409",0.628866016132377,0.194836927297172,0.00124810223184091
"546","Loud music exposure frequency","ukb-b-5436",0.153839229406939,0.0476637734317599,0.00124836747600901
"547","Diagnoses - main ICD10: I48 Atrial fibrillation and flutter","ukb-b-964",0.597075436964682,0.185023330533345,0.00125083293374495
"548","Variation in diet","ukb-b-2909",0.143873260268871,0.0446478127577218,0.0012712005579953
"549","Diagnoses - secondary ICD10: M47.82 Other spondylosis (Cervical region)","ukb-b-2625",1.08175528374335,0.335815482985943,0.00127619950643374
"550","Why stopped smoking: Doctor's advice","ukb-b-12304",0.490059025840208,0.152140408134543,0.00127700879132232
"551","PCT where patients GP was registered: BRISTOL SOUTH AND WEST PCT","ukb-b-9874",0.727535642814548,0.225873691791603,0.00127751091421668
"552","Operative procedures - main OPCS: M65.1 Endoscopic resection of prostate using electrotome","ukb-b-20118",1.08080849220866,0.335814154106724,0.00128875499120105
"553","PCT responsible for patient data: HOUNSLOW PCT","ukb-b-12508",0.837636239629141,0.26043990459127,0.0012988389976535
"554","PCT where patients GP was registered: CENTRAL LIVERPOOL PCT","ukb-b-16348",0.810973109423792,0.252238035563327,0.00130394402784392
"555","Operative procedures - secondary OPCS: Z67.6 Lumbosacral joint","ukb-b-7012",1.0238846992546,0.318620191280998,0.00131129640181092
"556","Never eat eggs, dairy, wheat, sugar: I eat all of the above","ukb-b-2393",-0.194834287151022,0.0606443030772424,0.00131475938069194
"557","Diagnoses - main ICD10: R11 Nausea and vomiting","ukb-b-19419",0.835411082101773,0.26043802089903,0.00133793770427743
"558","Operative procedures - main OPCS: T43.9 Unspecified diagnostic endoscopic examination of peritoneum","ukb-b-18350",0.724245401514474,0.225871542566613,0.00134384496302214
"559","Diagnoses - main ICD10: R10.1 Pain localised to upper abdomen","ukb-b-6608",0.573572368143059,0.179266990792236,0.00137645858758399
"560","Light smokers, at least 100 smokes in lifetime","ukb-b-8133",0.377637197641934,0.11804555283321,0.00137866782612803
"561","PCT where patients GP was registered: SHEFFIELD SOUTH WEST PCT","ukb-b-4286",0.782841287720412,0.244772566004143,0.00138269396301194
"562","PCT responsible for patient data: SOUTH TYNESIDE PCT","ukb-b-1366",0.89298819427611,0.279610433829641,0.00140468350908422
"563","Age at first live birth","ukb-b-12405",-0.148771501053352,0.0469446736634483,0.00152921460661236
"564","Average weekly fortified wine intake","ukb-b-1070",-0.28170538479135,0.0889888895566937,0.00154750566078774
"565","Number of symbol digit matches made correctly","ukb-b-15625",-0.206308194723858,0.0652047016279326,0.00155612541521603
"566","Main speciality of consultant (recoded): Dermatology","ukb-b-1852",0.495988487618047,0.157040487085328,0.00158666099147966
"567","PCT where patients GP was registered: BRISTOL NORTH PCT","ukb-b-15151",0.680134894145132,0.21548744182157,0.00159805066562711
"568","Dried fruit intake","ukb-b-16576",-0.117058044975666,0.0371659083370985,0.00163489626329204
"569","Manic/hyper symptoms: I was more talkative than usual","ukb-b-8893",0.55705678471965,0.177061710329456,0.00165454034348796
"570","Operative procedures - secondary OPCS: Y84.1 Gas and air analgesia in labour","ukb-b-16559",0.955489675950754,0.303820767220626,0.00166136610358801
"571","Operative procedures - main OPCS: T20.2 Primary repair of inguinal hernia using insert of prosthetic material","ukb-b-7278",0.453790361478405,0.144316434205095,0.00166420822042308
"572","Arm fat percentage (right)","ukb-b-12854",0.0852857779069739,0.0272072955916663,0.00172050020557704
"573","Treatment/medication code: rosuvastatin","ukb-b-13664",0.744608638004381,0.237933821805429,0.00175117242220837
"574","Diagnoses - secondary ICD10: Y83.2 Surgical operation with anastomosis, bypass or graft","ukb-b-3115",0.950718195659182,0.303815446869814,0.00175245851380216
"575","Diagnoses - secondary ICD10: Z13.8 Special screening examination for other specified diseases and disorders","ukb-b-6826",1.04730509222058,0.335767927447952,0.00181383572231293
"576","Diagnoses - secondary ICD10: B96.8 Other specified bacterial agents as the cause of diseases classified to other chapters","ukb-b-20513",0.618586731106779,0.19847177040542,0.00182857063741733
"577","Operative procedures - secondary OPCS: U05.1 Computed tomography of head","ukb-b-7815",0.90490433290462,0.290936565419937,0.00186887990685206
"578","Treatment/medication code: perindopril","ukb-b-13488",0.540352243255016,0.174026547575108,0.00190279715724762
"579","Operative procedures - main OPCS: J18.3 Total cholecystectomy NEC","ukb-b-13803",0.4566685801137,0.147185420628782,0.00191779880277714
"580","pc9","pc9",0.022528377132912,0.00726745271677598,0.00193585948128508
"581","Treatment speciality of consultant (recoded): Cardiac surgery","ukb-b-6351",0.984909515146654,0.318619492361355,0.00199364187884999
"582","Treatment/medication code: methotrexate","ukb-b-12209",0.779459238358044,0.252213484857402,0.00199837243874255
"583","Operation code: nephrectomy/kidney removed","ukb-b-12729",0.897509019986793,0.290929354126425,0.00203571061461232
"584","Gas or solid-fuel cooking/heating: None of the above","ukb-b-10979",0.204192848136317,0.0662176246644328,0.00204468972692749
"585","Total traffic load on major roads","ukb-b-9554",0.136262384612414,0.0442046518051067,0.00205245620020596
"586","Diagnoses - main ICD10: K80.2 Calculus of gallbladder without cholecystitis","ukb-b-11020",0.570185547551729,0.185011002454105,0.00205683403239314
"587","Duration to entering value","ukb-b-19585",0.200651753983208,0.065189366526852,0.00208406889109025
"588","Vitamin and mineral supplements: Folic acid or Folate (Vit B9)","ukb-b-3563",0.448336623172718,0.145748549698112,0.00209729860900489
"589","Operative procedures - secondary OPCS: U08.1 Computed tomography of abdomen NEC","ukb-b-11409",1.03276600824998,0.335748341928161,0.00209789235158458
"590","Diagnoses - secondary ICD10: W19.9 Unspecified place","ukb-b-2854",0.773835494420586,0.252208932658383,0.00215329441938197
"591","Treatment/medication code: salbutamol 100micrograms spacehaler","ukb-b-11689",0.729816449932588,0.237923496366997,0.00215899583819623
"592","Transport type for commuting to job workplace: Walk","ukb-b-15005",-0.38441491847541,0.12533855190874,0.00216209740270196
"593","PCT where patients GP was registered: HOUNSLOW PCT","ukb-b-18226",0.691917072809833,0.225850794336732,0.00218689226520002
"594","Operative procedures - main OPCS: V54.4 Injection around spinal facet of spine","ukb-b-11417",0.674817629321465,0.220476237714497,0.00220800129998942
"595","Leg fat mass (left)","ukb-b-7212",0.0831953119843689,0.0272043297216875,0.0022269738422682
"596","Diagnoses - main ICD10: K59.0 Constipation","ukb-b-6779",0.690182996031457,0.225849700096882,0.0022435659954026
"597","Operation code: tonsillectomy +/- adenoids","ukb-b-11497",-0.250115824962339,0.0818668036785225,0.002249437744105
"598","Processed meat intake","ukb-b-6324",0.0764441284576668,0.025035859439858,0.00226275105880313
"599","logMAR, final (left)","ukb-b-4535",0.146424839535089,0.0479712557974139,0.00227060699665538
"600","PCT where patients GP was registered: COUNTY DURHAM PCT","ukb-b-19346",0.672382569060001,0.220474765453815,0.00229067715219691
"601","Interval between previous point and current one in alphanumeric path (trail #2)","ukb-b-16311",0.206787211234617,0.0679864735471773,0.00235329519838951
"602","pc3","pc3",0.0054476314661993,0.00179259966976173,0.00237399548943211
"603","Diagnoses - main ICD10: K92.0 Haematemesis","ukb-b-1853",1.01932411015817,0.335730485001039,0.00239629597889768
"604","Treatment/medication code: bendroflumethiazide","ukb-b-18799",0.308556864201463,0.101630987249668,0.00239698787472989
"605","Diagnoses - main ICD10: M54.59 Low back pain (Site unspecified)","ukb-b-10873",0.921233312713178,0.30378312529679,0.00242508039487874
"606","PCT responsible for patient data: COUNTY DURHAM PCT","ukb-b-9523",0.667798880297713,0.220472003717937,0.00245404540767807
"607","Diagnoses - main ICD10: K40.9 Unilateral or unspecified inguinal hernia, without obstruction or gangrene","ukb-b-5369",0.42488480584469,0.140318393379187,0.00246173961336815
"608","Treatment/medication code: pravastatin","ukb-b-3380",0.788232762999528,0.260399271767322,0.00246980881944387
"609","Diagnoses - main ICD10: Z13.8 Special screening examination for other specified diseases and disorders","ukb-b-20038",0.963005036091177,0.318545985567933,0.00250177055368584
"610","Reason for glasses/contact lenses: For short-sightedness, i.e. only or mainly for distance viewing such as driving, cinema etc (called 'myopia')","ukb-b-6353",0.262269300575267,0.0868470038562332,0.00252857833323283
"611","Main speciality of consultant (recoded): Plastic surgery","ukb-b-8938",0.349752769919999,0.116061540991652,0.00258243389705622
"612","Body fat percentage","ukb-b-8909",0.0818441187963426,0.0272164585343373,0.00263704964677967
"613","Operative procedures - main OPCS: A65.1 Carpal tunnel release","ukb-b-4518",0.48333854699566,0.160773064276347,0.00264412878318786
"614","Ease of skin tanning","ukb-b-533",-0.0831276472939947,0.0276685588145809,0.00266097973705853
"615","pc13","pc13",0.0178394992282253,0.00594578255550571,0.00269659035529901
"616","Diagnoses - secondary ICD10: Y83.1 Surgical operation with implant of artificial internal device","ukb-b-13841",0.63246285797651,0.210799391525121,0.00269707750588965
"617","Pain type(s) experienced in last month: Stomach or abdominal pain","ukb-b-11413",0.256672908864851,0.085581571771246,0.00270724243535706
"618","Duration of fitness test","ukb-b-6011",-0.259119028120398,0.0864152643299071,0.00271282710557768
"619","Cancer diagnosed by doctor","ukb-b-16855",0.270838527756185,0.0904398506279192,0.00274731747169643
"620","Diagnoses - secondary ICD10: Z88.0 Personal history of allergy to penicillin","ukb-b-5911",0.42378962025039,0.14160885507146,0.00276541894007354
"621","Operative procedures - main OPCS: M45.9 Unspecified diagnostic endoscopic examination of bladder","ukb-b-7047",0.310759402766936,0.103942589621695,0.00279231843413994
"622","PCT where patients GP was registered: MANCHESTER PCT","ukb-b-16256",0.730249345113459,0.244734022822865,0.00284647300143237
"623","Interpolated Age of participant when non-cancer illness first diagnosed","ukb-b-8929",0.0872384608498996,0.0292935899754023,0.00290066518722144
"624","Peak expiratory flow (PEF)","ukb-b-12019",-0.0850010190190398,0.0285592392989558,0.00291744142488254
"625","How are people in household related to participant: Grandchild","ukb-b-12252",0.626546456733073,0.210831596705558,0.00296072656741334
"626","Average monthly red wine intake","ukb-b-17300",-0.323694682501038,0.108970274146474,0.00297328879749138
"627","Diagnoses - main ICD10: Z46.6 Fitting and adjustment of urinary device","ukb-b-7463",0.725665073744348,0.244730757593037,0.00302528675446167
"628","Treatment speciality of consultant (recoded): Dermatology","ukb-b-15918",0.471420436731806,0.158999905003794,0.00302771316434741
"629","Operative procedures - secondary OPCS: V55.3 Greater than two levels of spine","ukb-b-13425",0.994703828381366,0.335698391647111,0.00304569622768467
"630","Operative procedures - main OPCS: A55.9 Unspecified diagnostic spinal puncture","ukb-b-6666",0.704713908058597,0.237906129934606,0.00305497808067159
"631","Inverse distance to the nearest road","ukb-b-4188",0.0793002805257944,0.0268072655330665,0.00309477698662149
"632","ECG, load","ukb-b-12165",-0.176414197718851,0.0596381119372738,0.00309563598999568
"633","Diagnoses - main ICD10: G56.0 Carpal tunnel syndrome","ukb-b-3965",0.475448714681983,0.160770262350195,0.00310328365155774
"634","Ever had breast cancer screening / mammogram","ukb-b-15041",-0.268223979019433,0.0907364642097696,0.00311579248243519
"635","Diagnoses - main ICD10: H26.9 Cataract, unspecified","ukb-b-12397",0.453720078915714,0.153504690221363,0.00311919083881057
"636","PCT where patients GP was registered: SHEFFIELD WEST PCT","ukb-b-12911",0.79547625153541,0.269448811710036,0.00315482584910166
"637","PCT where patients GP was registered: SALFORD PCT","ukb-b-11381",0.795018503691327,0.269448426336711,0.00317218418209883
"638","Diagnoses - main ICD10: R33 Retention of urine","ukb-b-20162",0.794103630457882,0.269447656638833,0.00320713857102999
"639","Diagnoses - secondary ICD10: F41.9 Anxiety disorder, unspecified","ukb-b-11311",0.8925878275472,0.303752619973541,0.00329766993040539
"640","Non-cancer illness code, self-reported: mania/bipolar disorder/manic depression","ukb-b-6906",0.934356053921756,0.318512908315257,0.00335168951243874
"641","Diagnoses - secondary ICD10: Z86.1 Personal history of infectious and parasitic diseases","ukb-b-19864",0.890664099941703,0.303750602366965,0.00336546431467421
"642","Diagnoses - secondary ICD10: N40 Hyperplasia of prostate","ukb-b-8072",0.617624451447977,0.210791237964047,0.00338930313144457
"643","Operative procedures - secondary OPCS: Z94.1 Bilateral operation","ukb-b-5222",0.333782572115672,0.114011180022296,0.00341556035727322
"644","pc16","pc16",-0.0273430334657962,0.00934191201561754,0.00342336414196477
"645","Operative procedures - main OPCS: M47.3 Removal of urethral catheter from bladder","ukb-b-17635",0.818160276106828,0.279540921934464,0.00342469405190212
"646","Family relationship satisfaction","ukb-b-3666",0.125891483362142,0.0430446483792635,0.00344819320176103
"647","Diagnoses - secondary ICD10: K21.9 Gastro-oesophageal reflux disease without oesophagitis","ukb-b-19886",0.601857005087666,0.206418746035501,0.00354881276422031
"648","Diagnoses - secondary ICD10: B95.6 Staphylococcus aureus as the cause of diseases classified to other chapters","ukb-b-4423",0.84592141586056,0.290878340344748,0.00363559629717884
"649","PCT where patients GP was registered: WANDSWORTH PCT","ukb-b-6634",0.881735003048471,0.303741287960129,0.00369707501422709
"650","Chest pain or discomfort when walking uphill or hurrying","ukb-b-4106",0.421446335361471,0.145308639693842,0.00372742738460191
"651","Diagnoses - main ICD10: J45.9 Asthma, unspecified","ukb-b-20208",0.809623039539568,0.279533315321851,0.00377545188797932
"652","Reason for glasses/contact lenses: For a 'lazy' eye or an eye with poor vision since childhood (called 'amblyopia')","ukb-b-9139",0.637678443510364,0.220471931821974,0.00382391310063132
"653","Arm fat percentage (left)","ukb-b-20188",0.0786657110169977,0.0272062577369341,0.00383460662604708
"654","Medication for pain relief, constipation, heartburn: Laxatives (e.g. Dulcolax, Senokot)","ukb-b-11461",0.382385388423711,0.132264299779368,0.00383932230706339
"655","Why stopped smoking: Illness or ill health","ukb-b-9598",0.373802353805355,0.129412037739163,0.00387125090480764
